PRATASABA RESORT,,,,,,,,,
Fixed Asset List,,,,,,,,,
Asset Code,Asset Name,Asset Type Name,Asset Account,Asset Cost,Usage Date,Purchase Date,Estimated Life,% Depr Rate,Depreciation Method
PRATA-0010,HouseKeeping August 2017,House Keeping,1400700.0,271000.0,01 Sep 2017,31 Aug 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0011,"Instalasi TV, Server & Asesories",Office Equipment,1400600.0,36929500.0,01 Sep 2017,01 Sep 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0012,Cottage 1 & 2 ( 4 rooms ),Building,1400200.0,1238229805.0,01 Sep 2017,01 Sep 2017,10 Yr 0 Mth,10.0,Straight Line Method
PRATA-0013,RESTAURANT & JEMBATAN (Diatas Air),Building,1400200.0,624276378.0,01 Sep 2017,01 Sep 2017,10 Yr 0 Mth,10.0,Straight Line Method
PRATA-0014,LODGE (20 rooms) ,Building,1400200.0,2310926853.0,01 Sep 2017,01 Sep 2017,10 Yr 0 Mth,10.0,Straight Line Method
PRATA-0015,House Of Staff (7 Rooms),Building,1400200.0,383795405.0,01 Sep 2017,01 Sep 2017,10 Yr 0 Mth,10.0,Straight Line Method
PRATA-0016,HouseKeeping September 2017,House Keeping,1400700.0,120200.0,30 Sep 2017,30 Sep 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0017,Polytron Sch 230 L,Kitchen Set,1400800.0,3250000.0,05 Oct 2017,05 Oct 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0018,Printer Epson L360 All in one,Office Equipment,1400600.0,2300000.0,05 Oct 2017,05 Oct 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0019,Norman Chair Meeting,Office Equipment,1400600.0,1891500.0,06 Oct 2017,06 Oct 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0020,Sound System,Office Equipment,1400600.0,12200000.0,01 Dec 2017,11 Oct 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0021,HouseKeeping October 2017,House Keeping,1400700.0,6795300.0,31 Oct 2017,31 Oct 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0022,KitchenSet October 2017,Kitchen Set,1400800.0,14089350.0,31 Oct 2017,31 Oct 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0024,Karaoke Resort Pratasaba- Lisensi,Office Equipment,1400600.0,3000000.0,16 Nov 2017,16 Nov 2017,3 Yr 0 Mth,0.0,Non Depreciable
PRATA-0025,I Set Komputer,Office Equipment,1400600.0,3250000.0,01 Dec 2017,21 Nov 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0026,HouseKeeping November 2017,House Keeping,1400700.0,2557650.0,30 Nov 2017,30 Nov 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0027,KitchenSet November 2017,Kitchen Set,1400800.0,693575.0,30 Nov 2017,30 Nov 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0028,Resto Table ,Kitchen Set,1400800.0,1676000.0,04 Dec 2017,04 Dec 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0029,Meeting Table ,Office Equipment,1400600.0,3078000.0,04 Dec 2017,04 Dec 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0030,Bed Runner,House Keeping,1400700.0,585000.0,04 Dec 2017,04 Dec 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0031,Polytron Sch 230 L,Kitchen Set,1400800.0,3250000.0,05 Dec 2017,05 Dec 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0032,Pompa Air Sanyo,Office Machinery,1400500.0,2000000.0,05 Dec 2017,05 Dec 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0033,Pompa Sanyo p.h 175,Office Machinery,1400500.0,4000000.0,07 Dec 2017,07 Dec 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0034,Chain Saw Vtech (Gergaji),Office Machinery,1400500.0,4200000.0,27 Dec 2017,27 Dec 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0035,Snorkle Equipment,Office Equipment,1400600.0,4414200.0,09 Dec 2017,09 Dec 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0036,Etalase Kaca,Office Equipment,1400600.0,1400000.0,19 Jan 2018,28 Dec 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0037,HouseKeeping December 2017,House Keeping,1400700.0,13435830.0,31 Dec 2017,31 Dec 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0038,KitchenSet December 2017,Kitchen Set,1400800.0,8668225.0,31 Dec 2017,31 Dec 2017,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0039,Genset FPT Silent Type NEF120MA,Office Machinery,1400500.0,230000000.0,01 Jan 2018,01 Jan 2018,5 Yr 0 Mth,20.0,Straight Line Method
PRATA-0040,Polytron SCN 230,Kitchen Set,1400800.0,3239000.0,04 Jan 2018,04 Jan 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0041,Radio HT ,Office Equipment,1400600.0,3200000.0,05 Jan 2018,05 Jan 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0042,Pompa Celup,Office Machinery,1400500.0,695000.0,14 Jan 2018,14 Jan 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0043,House Keeping January 2018,House Keeping,1400700.0,1094615.0,31 Jan 2018,31 Jan 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0044,Kitchen Set Jan 2018,Kitchen Set,1400800.0,3806085.0,31 Jan 2018,31 Jan 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0045,Microwave Samsung Type ME83M,Kitchen Set,1400800.0,1000000.0,02 Feb 2018,02 Feb 2018,2 Yr 0 Mth,50.0,Straight Line Method
PRATA-0046,Kitchen Set Februari 2018,Kitchen Set,1400800.0,560000.0,28 Feb 2018,28 Feb 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0047,KAPAL DENOX PRATITA,Ship,1400300.0,2333558466.0,03 Mar 2018,03 Mar 2018,10 Yr 0 Mth,0.0,Non Depreciable
PRATA-0048,Kitchen Set Maret 2018,Kitchen Set,1400800.0,5013300.0,31 Mar 2018,31 Mar 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0049,Housekeeping Maret 2018 - 26 Galon untuk air mineral di Cottage dan Lodge ,House Keeping,1400700.0,900000.0,28 Mar 2018,28 Mar 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0050,Mic Wireless Kenwod K-777,Office Equipment,1400600.0,525000.0,01 Apr 2018,29 Mar 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0051,Pompa Air Grundfos JPA 4 - 54,Office Machinery,1400500.0,6800000.0,07 Mar 2018,07 Mar 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0052,Double and Table Fan,Office Equipment,1400600.0,2923200.0,10 Mar 2018,10 Mar 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0053,Kitchen Set April 2018,Kitchen Set,1400800.0,2176000.0,30 Apr 2018,30 Apr 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0054,Kitchen Set Mei 2018,Kitchen Set,1400800.0,716000.0,31 May 2018,31 May 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0055,House Keeping Mei 2018,House Keeping,1400700.0,14150100.0,31 May 2018,31 May 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0056,Pompa Air,Office Machinery,1400500.0,700000.0,19 May 2018,19 May 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0057,Stand Fan,Office Equipment,1400600.0,470000.0,30 May 2018,30 May 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0058,Gerobak Pasir,Office Equipment,1400600.0,430000.0,10 Jun 2018,10 Jun 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0059,House Keeping Juni 2018,House Keeping,1400700.0,2362900.0,30 Jun 2018,30 Jun 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0060,Kitchen Set Juni 2018,Kitchen Set,1400800.0,1979800.0,30 Jun 2018,30 Jun 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0061,6 ea gelas sop buah,Kitchen Set,1400800.0,75000.0,31 Jul 2018,31 Jul 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0062,Meja @Resto,Office Equipment,1400600.0,2000000.0,03 Aug 2018,03 Aug 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0063,Kursi @Resto,Office Equipment,1400600.0,3600000.0,03 Aug 2018,03 Aug 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0064,Suzuki Camry Pick Up,Vehicle,1400400.0,117000000.0,31 Aug 2018,31 Aug 2018,5 Yr 0 Mth,20.0,Straight Line Method
PRATA-0065,Housekeeping Periode Agustus 2018,House Keeping,1400700.0,3923227.22,31 Aug 2018,31 Aug 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0066,KitchenSet periode Agustus 2018,Kitchen Set,1400800.0,1362100.0,31 Aug 2018,31 Aug 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0067,Mess Karyawan & Laundry House,Building,1400200.0,735986092.0,31 May 2018,31 May 2018,10 Yr 0 Mth,10.0,Straight Line Method
PRATA-0068,Scuba Center,Building,1400200.0,275273768.0,30 Jun 2018,30 Jun 2018,10 Yr 0 Mth,10.0,Straight Line Method
PRATA-0069,Resto Saba (extend),Building,1400200.0,226830944.0,31 May 2018,31 May 2018,10 Yr 0 Mth,10.0,Straight Line Method
PRATA-0070,Pompa Air,Office Machinery,1400500.0,1450000.0,21 Sep 2018,21 Sep 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0071,Freeser Sharp,Office Equipment,1400600.0,3160139.98,21 Sep 2018,21 Sep 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0072,Show Case,Office Equipment,1400600.0,3228860.02,21 Sep 2018,21 Sep 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0073,Sun Bed No. 2,Office Equipment,1400600.0,15600000.0,24 Sep 2018,24 Sep 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0074,Sun Bed No. 3,Office Equipment,1400600.0,7600000.0,24 Sep 2018,24 Sep 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0075,HK Sep 2018,House Keeping,1400700.0,1508000.0,30 Sep 2018,30 Sep 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0076,KS Sept 2018,Kitchen Set,1400800.0,5861050.0,30 Sep 2018,30 Sep 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0077,Tablet Xiomi Redmi 5,Office Equipment,1400600.0,1600000.0,02 Oct 2018,02 Oct 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0078,AC STC2ONV kap 3/4 PK (R32),Office Equipment,1400600.0,19076000.0,19 Oct 2018,19 Oct 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0079,Tennis table,Office Equipment,1400600.0,3750000.0,21 Oct 2018,21 Oct 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0080,Matras 90*200 Comforta,House Keeping,1400700.0,7125000.0,22 Oct 2018,22 Oct 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0081,Pompa shimizu PS - 135 E,Office Machinery,1400500.0,525000.0,31 Oct 2018,31 Oct 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0082,Pompa air automatic,Office Machinery,1400500.0,770000.0,05 Sep 2018,05 Sep 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0083,HK Okt 2018,House Keeping,1400700.0,1566000.0,31 Oct 2018,31 Oct 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0084,KS Okt 2018,Kitchen Set,1400800.0,1038200.0,31 Oct 2018,31 Oct 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0085,Perlengkapan diving,Office Equipment,1400600.0,18678752.0,30 Nov 2018,30 Nov 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0086,Tempat Tidur type 1A,House Keeping,1400700.0,2300000.0,11 Oct 2018,11 Oct 2018,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0087,Tempat Tidur Type 1B,House Keeping,1400700.0,2200000.0,11 Oct 2018,11 Oct 2018,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0088,Tempat Tidur Type 2,House Keeping,1400700.0,5200000.0,11 Oct 2018,11 Oct 2018,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0089,Tempat Tidur Type 3,House Keeping,1400700.0,1400000.0,11 Oct 2018,11 Oct 2018,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0090,Lemari,House Keeping,1400700.0,1200000.0,11 Oct 2018,11 Oct 2018,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0093,Pelampung,Office Equipment,1400600.0,1436000.0,26 May 2018,26 May 2018,3 Yr 7 Mth,27.91,Straight Line Method
PRATA-0094,Dive Equipment,Office Equipment,1400600.0,38135900.0,31 Aug 2018,31 Aug 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0095,SB 01 - Speedboat 200PK,Ship,1400300.0,174700000.0,31 May 2018,31 May 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0096,SB 02 - Speedboat 15 PK ,Ship,1400300.0,51837000.0,31 Mar 2018,31 Mar 2018,3 Yr 0 Mth,0.0,Non Depreciable
PRATA-0097,SB 03 - Perahu Fiber 15PK,Ship,1400300.0,8000000.0,30 Oct 2017,30 Oct 2017,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0100,Wetsuit,Office Equipment,1400600.0,529000.0,30 Nov 2018,30 Nov 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0101,Jangkar,Ship,1400300.0,1320000.0,30 Nov 2018,30 Nov 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0102,Tollbox dalam SpeedBoat,Office Equipment,1400600.0,3344700.0,30 Nov 2018,30 Nov 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0103,HK Nov 18,House Keeping,1400700.0,5510400.0,30 Nov 2018,30 Nov 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0104,KS Nov 18,Kitchen Set,1400800.0,3543000.0,30 Nov 2018,30 Nov 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0105,Kipas Angin,Office Equipment,1400600.0,1820000.0,30 Nov 2018,30 Nov 2018,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0106,Surfing Board ukuran 180 cm x 56 cm,Office Equipment,1400600.0,3600000.0,29 Jan 2019,07 Dec 2018,2 Yr 0 Mth,50.0,Straight Line Method
PRATA-0107,Hairdryer ,House Keeping,1400700.0,399000.0,20 Dec 2018,20 Dec 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0108,Blender Philips ,Kitchen Set,1400800.0,699000.0,20 Dec 2018,20 Dec 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0109,Screen Tripot Anylink u/ d resort,Office Equipment,1400600.0,480000.0,12 Dec 2018,05 Dec 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0110,House Keeping Desember 2018,House Keeping,1400700.0,12520900.0,31 Dec 2018,31 Dec 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0111,KS Des 2018,Kitchen Set,1400800.0,1686200.0,31 Dec 2018,31 Dec 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0112,Catur Jumbo 2 set,House Keeping,1400700.0,130000.0,01 Apr 2018,29 Mar 2018,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0113,Infrastruktur 1 Resort,Building,1400200.0,626917650.0,01 Dec 2018,01 Dec 2018,10 Yr 0 Mth,10.0,Straight Line Method
PRATA-0114,RUmah Genset,Building,1400200.0,57003000.0,01 Dec 2018,01 Dec 2018,10 Yr 0 Mth,10.0,Straight Line Method
PRATA-0115,Jantik House & Dasimin Lodge,Building,1400200.0,102288060.0,01 Dec 2018,01 Dec 2018,10 Yr 0 Mth,10.0,Straight Line Method
PRATA-0116,Ranjang 1 Set + Lemari @ Jantik House,Office Equipment,1400600.0,4150000.0,30 Dec 2018,30 Dec 2018,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0117,Lemari Buffet Kitchen @ Resto SABA,Office Equipment,1400600.0,4000000.0,30 Dec 2018,30 Dec 2018,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0118,Meja Kecil dan Meja Sedang @ Resto SABA,Office Equipment,1400600.0,700000.0,30 Dec 2018,30 Dec 2018,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0119,KS Jan 2019,Kitchen Set,1400800.0,309500.0,31 Jan 2019,31 Jan 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0120,HK Jan 2019,House Keeping,1400700.0,2775000.0,31 Jan 2019,31 Jan 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0122,SB 05 - Speedboat 200 PK (Sebelumnya 40 PK X 2 ) ,Ship,1400300.0,47645000.0,28 Feb 2019,28 Feb 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0122(2),SB 05 - Speedboat 200 PK(2),Ship,1400300.0,148702000.0,30 Sep 2019,30 Sep 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0122(3),Showcase Polytron SCN 231,Kitchen Set,1400800.0,3500000.0,30 Sep 2019,30 Sep 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0122(4),Kitchen Set periode September 2019,Kitchen Set,1400800.0,4324969.97,30 Sep 2019,30 Sep 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0123,1 meteran angin (pompa ban mobil),Office Equipment,1400600.0,90000.0,31 Jan 2019,31 Jan 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0124,Tabung oksigen emergency portable medical fit,Office Equipment,1400600.0,2850000.0,28 Feb 2019,28 Feb 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0125,Gunting Hedge Shears,Office Equipment,1400600.0,279000.0,28 Feb 2019,28 Feb 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0126,Remote AC Sharp ,Office Equipment,1400600.0,780500.0,28 Feb 2019,28 Feb 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0127,"gerinda potong 4"" x 2",Office Equipment,1400600.0,75000.0,31 Mar 2019,31 Mar 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0128,HK Maret 2019,House Keeping,1400700.0,954000.0,31 Mar 2019,31 Mar 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0129,20 Kursi lipat / norman chair gray untuk meeting di resort (Informa) GOl 9 HO,Office Equipment,1400600.0,8960000.0,30 Apr 2019,30 Apr 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0130,House Keeping April 2019,House Keeping,1400700.0,70000.0,30 Apr 2019,30 Apr 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0131,EOP Mei 2019,Office Equipment,1400600.0,85000.0,31 May 2019,31 May 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0132,5 lusin Handuk putih 50x100 cm ,House Keeping,1400700.0,1800000.0,31 May 2019,31 May 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0133,Infrastruktur 2 Resort ,Building,1400200.0,224963758.33,30 Jun 2019,30 Jun 2019,10 Yr 0 Mth,10.0,Straight Line Method
PRATA-0134,Printer HP D2135 + Cartridge HP 680 Black,Office Equipment,1400600.0,675000.0,17 Jun 2019,17 Jun 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0135,Kipas angin 16 inch u/ sirkulasi lodge,House Keeping,1400700.0,3117000.0,30 Jun 2019,30 Jun 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0136,TV LED LG 32 inc di lodge,House Keeping,1400700.0,1899000.0,30 Jun 2019,30 Jun 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0137,HK Juni 2019,House Keeping,1400700.0,625000.0,30 Jun 2019,30 Jun 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0138,KS Juni 2019,Kitchen Set,1400800.0,3392000.0,30 Jun 2019,30 Jun 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0139,2 Tempat tidur (2 set) 120x200 + 1 sndaran ranjang + 1 nakas,House Keeping,1400700.0,5400000.0,31 May 2019,31 May 2019,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0140,2 Lemari lodge L : 50 cm T : 210 cm,House Keeping,1400700.0,3200000.0,31 May 2019,31 May 2019,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0141,"1 Lemari karyawan P : 95 cm L : 45 cm T : 1,75 cm",House Keeping,1400700.0,950000.0,31 May 2019,31 May 2019,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0142,2 Meja P : 120 cm L : 40 cm T : 75 cm ,House Keeping,1400700.0,600000.0,31 May 2019,31 May 2019,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0143,2 Kursi teras + 1 meja (1 set),House Keeping,1400700.0,1000000.0,31 May 2019,31 May 2019,4 Yr 0 Mth,25.0,Straight Line Method
PRATA-0144,52 Bedsheet Single 120x200 cm,House Keeping,1400700.0,7410000.0,31 May 2019,31 May 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0145,30 Bedsheet King 260x280 cm,House Keeping,1400700.0,5355000.0,31 May 2019,31 May 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0146,100 pillow case 53x78 cm,House Keeping,1400700.0,3050000.0,31 May 2019,31 May 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0147,10 lusin Handuk hotel 70x140 cm,House Keeping,1400700.0,7500000.0,31 May 2019,31 May 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0148,HK Mei 2019,House Keeping,1400700.0,605000.0,31 May 2019,31 May 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0149,"Snorkel J Basic plus CL/TBLU, dno",Office Equipment,1400600.0,2100000.0,31 Jul 2019,31 Jul 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0150,"Mask fusion frameless T Blue, dno",Office Equipment,1400600.0,5835000.0,31 Jul 2019,31 Jul 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0151,Tangga/ Ladder 10 Step combination ,House Keeping,1400700.0,3199000.0,31 Jul 2019,31 Jul 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0152,Water solar heater 130 L SWh 130,House Keeping,1400700.0,14850000.0,31 Jul 2019,31 Jul 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0153,Blender miyako u/ jus,Kitchen Set,1400800.0,350000.0,31 Jul 2019,31 Jul 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0154,AC DAIKIN Untuk Cottage3  2 PK,Office Equipment,1400600.0,12000000.0,31 Jul 2019,31 Jul 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0155,HS Juli 2019,House Keeping,1400700.0,765000.0,31 Jul 2019,31 Jul 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0156,"Tang, Charger Battery, Engsel untuk tempat sampah dan Sunbed",Office Equipment,1400600.0,200000.0,31 Jul 2019,31 Jul 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0157,"Standing bamboo lamps (2 M, Lampu 5W LED Kuning) ",Office Equipment,1400600.0,5600000.0,31 Aug 2019,31 Aug 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0158,Gauge Slim depth Mod Only Mtr,Office Equipment,1400600.0,858750.0,31 Aug 2019,31 Aug 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0159,Bauer Synthetic Compressor Oil 1 L,Office Equipment,1400600.0,7129800.0,31 Aug 2019,31 Aug 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0160,Mouthpiece comfo BK silicone RG911251,Office Equipment,1400600.0,1020000.0,31 Aug 2019,31 Aug 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0161,"Replacement filter cartridge, for units with electric",Office Equipment,1400600.0,1373601.0,31 Aug 2019,31 Aug 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0162,Snorkel resort purge BK Sil BK,Office Equipment,1400600.0,1530000.0,31 Aug 2019,31 Aug 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0163,Filter element ,Office Equipment,1400600.0,984300.0,31 Aug 2019,31 Aug 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0164,Gerobak ARCO,Office Equipment,1400600.0,550000.0,31 Aug 2019,31 Aug 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0165,Gurinda tangan,Office Equipment,1400600.0,600000.0,31 Aug 2019,31 Aug 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0166,Matras,House Keeping,1400700.0,30600000.0,31 Aug 2019,31 Aug 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0167,House Keeping  Periode Agustus 2019,House Keeping,1400700.0,6891100.0,31 Aug 2019,31 Aug 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0168,Food processor ,Kitchen Set,1400800.0,1199000.0,31 Aug 2019,31 Aug 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0169,Coffee plate warmer,Kitchen Set,1400800.0,998000.0,31 Aug 2019,31 Aug 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0170,Oven Salamander SLV 220V EB-450,Kitchen Set,1400800.0,1736400.0,31 Aug 2019,31 Aug 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0171,Blender Miyako,Kitchen Set,1400800.0,280000.0,31 Aug 2019,31 Aug 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0172,Kitchen Set periode Agustus 2019,Kitchen Set,1400800.0,3683300.0,31 Aug 2019,31 Aug 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0173,Zoop novo black/ jam tangan diving,Office Equipment,1400600.0,3292500.0,30 Sep 2019,30 Sep 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0174,Genset Alkon mark Robin 3.5 HP,Office Machinery,1400500.0,3500000.0,30 Sep 2019,30 Sep 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0175,Gorden set  & 2 Tutup gorden uk. 5.80 M dan 5.73 M,House Keeping,1400700.0,6600000.0,30 Sep 2019,30 Sep 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0176,Foldable Laundry Cart Silver B,House Keeping,1400700.0,3804583.33,30 Sep 2019,30 Sep 2019,2 Yr 0 Mth,50.0,Straight Line Method
PRATA-0177,Luggage Trolley SS SLV EK7502G,House Keeping,1400700.0,4604583.33,25 Oct 2019,30 Sep 2019,2 Yr 0 Mth,50.0,Straight Line Method
PRATA-0178,House keeping September 2019,House Keeping,1400700.0,3271583.33,30 Sep 2019,30 Sep 2019,1 Yr 0 Mth,100.0,Straight Line Method
PRATA-0179,2 TV Samsung UA32N4003AK u/ di cottage C31 dan C32,House Keeping,1400700.0,4206000.0,31 Oct 2019,31 Oct 2019,3 Yr 0 Mth,33.33,Straight Line Method
PRATA-0180,Housekeeping periode Oktober 2019,House Keeping,1400700.0,2065000.0,31 Oct 2019,31 Oct 2019,1 Yr 0 Mth,100.0,Straight Line Method
